,SMARCA1,FMO4,HLF,AKAP12,LINC00862,SEMA4A,TUBB3,UGGT2,DBP,GSTM2,STRIP2,ATP13A5,ITGA9-AS1,SDR42E1,NKILA,PRSS12,TEF,PCDHA13,HTR1D,ITGB1-DT,PNMA1,ADAMTS6,LINC00346,FAM83A-AS1,BLOC1S4,TP53I3,VAV2,INSYN1-AS1,PLEKHG2,LINC02598,GVQW2,DNAJC10,CTTNBP2,IBTK,FAM117A,FUBP1,JPH1,WSCD2,SLC52A1,RHOF,ABL2,CBX7,ASTE1,COLCA1,TM9SF1,LRP10,HARS2,SLC9A9,COBLL1,FBXO4,FAM222B,IRX6,SLC15A2,SYNPR-AS1,PVR,SLC1A4,KLRG2,LINC00240,BZW1,train_mean_me1,train_mean_me2,train_mean_me3
TRAIN_0580,7.2002,2.5274,4.6512,3.671,-3.6186,7.0954,-0.0228,5.4633,4.174,3.9014,4.9342,-4.2707,0.882,3.2428,1.1363,6.0889,6.1965,1.9304,-2.4342,-3.6186,4.6486,-1.0119,0.8228,-1.2967,4.1526,5.7586,5.3081,-2.8301,6.3743,-5.4931,-2.8301,7.6425,0.4689,6.4398,5.9811,7.325,5.7704,-3.6186,1.2484,1.0969,5.5328,5.1469,2.8949,1.9304,3.4737,9.3724,5.7141,2.769,7.6081,3.5097,5.9267,-1.3501,4.2888,1.1556,6.15,4.9272,2.1484,1.4416,7.7909,-0.036351947,0.000626026,0.008593468
TRAIN_0581,7.2836,1.8566,2.1935,6.5199,0.1246,4.5697,1.1655,3.3734,3.7889,3.5931,0.8814,-3.9964,-1.4603,0.3959,-1.0329,0.5765,3.6373,2.0348,0.0215,-2.2308,5.3106,0.5272,1.7638,-0.8264,4.5544,5.0475,3.1059,-6.3183,4.7698,-4.7333,-0.6459,7.6038,-1.1088,6.516,4.6866,7.7782,2.9878,-3.5109,1.289,3.9957,5.2634,4.6323,2.4987,1.6761,3.9866,9.7654,5.2969,1.2591,4.9537,4.0337,5.9174,-1.3641,3.2305,-6.3183,5.2718,3.9567,0.0215,-0.2959,7.1909,-0.046378106,0.0826125,-0.03067934
TRAIN_0582,5.5096,2.3344,3.5238,7.1293,-2.2083,5.9932,2.4086,4.403,3.7369,4.1587,2.7315,-2.7388,0.8856,2.3533,2.0856,2.8293,3.776,-1.0508,1.3296,-3.1014,5.2108,1.6687,2.7812,-2.4493,3.5851,4.9577,5.7764,-4.3238,5.5816,-5.9088,-1.2649,6.9938,1.943,5.5946,4.4868,6.2092,2.4266,-1.0508,-0.6234,2.3533,5.5522,5.216,2.6343,4.6696,3.5279,8.3584,4.568,4.1932,5.2927,3.1383,5.0548,1.4041,4.6544,-4.3238,5.0432,6.2985,0.8856,-0.6234,6.4364,-0.021067641,0.042009619,0.012114771
TRAIN_0583,6.9346,1.908,1.7578,3.6748,1.3848,6.0355,2.566,3.6683,3.3223,3.9284,1.1452,-2.961,0.312,4.0576,2.3569,3.0314,3.4893,-0.0224,-0.4585,-6.1309,4.4792,0.469,-0.7047,-0.1086,4.4208,6.0217,5.68,-6.1309,5.0067,-3.809,-2.4305,7.2743,0.312,6.1559,4.3778,6.7746,1.2528,-2.2241,0.7879,1.8747,5.3422,3.8276,3.6021,2.3326,3.5953,9.1785,5.2705,2.5093,4.9385,3.9175,5.7642,1.8747,5.7913,-0.0224,4.9964,4.7722,-1.0017,-0.1086,7.3134,-0.031688823,-0.014958681,-0.004859195
TRAIN_0584,5.8741,0.6598,4.0054,2.8975,1.2485,6.2726,4.639,4.2228,4.1559,2.9449,2.7718,4.3373,-0.5476,3.7196,2.3041,1.3646,4.5545,0.271,1.6541,-3.159,5.277,-0.496,3.4574,2.587,4.7216,7.404,5.5526,-6.3289,6.0129,-3.159,-2.8695,7.533,0.1468,6.462,3.8119,6.4927,4.5032,-4.7439,2.1907,3.0396,4.9651,4.4168,2.7345,1.7209,3.3698,8.8893,5.5115,2.9166,5.4147,3.1689,6.1973,2.033,3.6033,-4.7439,6.6439,5.7878,3.5795,-1.1195,7.9375,-0.044477083,-0.004906699,-0.020700717
TRAIN_0585,7.1673,0.7232,-0.1357,2.1765,-1.1603,6.6966,1.3126,4.5506,3.8003,3.4101,-0.3459,-2.3179,1.9183,2.5477,-1.2634,0.1314,3.9402,-3.211,-0.8089,-0.5265,4.8358,-1.9308,0.9704,-2.8484,3.6699,5.5396,5.7911,-6.0183,4.8758,-6.0183,0.9475,6.4981,-0.889,5.747,3.9859,6.0807,5.3398,-2.1114,4.2889,3.3847,4.5487,3.9915,2.6147,0.1715,3.435,7.344,5.5057,0.6399,5.68,3.0343,5.6106,-3.6964,3.6664,0.6682,5.1734,1.8334,4.1777,2.3081,5.7353,-0.016673939,0.021927946,0.027888934
TRAIN_0586,7.4291,0.8991,4.0204,6.2753,-1.0061,6.2519,3.5343,4.7973,3.7933,2.385,5.3683,-1.3342,0.6269,4.0308,1.9154,1.306,4.503,-2.9819,1.5417,-2.8013,5.5017,2.0211,3.3121,3.346,4.6284,5.3001,6.1724,-5.3038,7.834,-3.7189,-2.1339,8.214,-0.4458,6.028,4.4371,6.4188,2.7783,-4.0814,1.306,0.6581,5.3981,3.895,2.1854,3.6081,4.2373,9.4512,5.2536,1.392,5.2447,3.4522,6.4626,4.7483,3.7757,-0.5137,6.416,6.1177,0.4949,0.5624,7.9266,-0.039100509,0.010847513,-0.067681236
TRAIN_0587,6.7891,3.376,-0.733,4.8603,0.5579,5.1897,0.5069,4.0242,4.4068,4.1688,2.2632,-2.5871,0.5828,-2.0396,0.7237,4.7258,3.0634,-0.7957,1.6012,-2.8281,6.1189,0.7677,4.431,-0.8613,4.2661,4.832,4.6557,-4.7026,4.2468,-4.7026,-1.6437,6.6784,0.0875,5.9789,3.8118,6.7412,3.3473,-3.9656,1.2123,2.7486,5.1937,3.4823,3.1698,3.1366,3.178,8.7782,5.5685,2.9437,4.5619,3.6768,5.7107,2.7866,3.1862,-3.9656,5.1455,4.7643,2.1176,0.2516,7.0701,-0.028331637,0.077960229,-0.018526221
TRAIN_0588,3.9793,1.2747,1.1435,4.9269,-1.6639,5.1352,4.1188,4.0752,2.7905,3.3327,4.7067,-2.5569,-1.1679,3.788,2.4665,1.3772,3.6991,-0.5063,-1.2213,-1.5917,5.6392,1.2747,3.8492,2.9531,3.5674,3.9448,6.6335,-6.9493,6.2947,-4.6273,-1.9049,7.1694,-1.9951,6.0015,3.3488,7.0768,2.3152,-1.7398,-0.4415,3.3093,6.0987,3.5753,2.8884,1.4728,3.0122,7.9102,5.1198,3.1101,4.3528,4.2681,5.2403,-2.8618,3.1474,-4.1419,7.0582,4.9044,-3.7793,-0.0544,7.556,-0.031152543,0.006310323,0.002655952
TRAIN_0589,6.349,2.3375,3.0327,6.7035,-2.4715,4.9507,2.7404,4.7414,3.1356,2.6498,1.8849,-0.1311,1.0781,3.6153,2.8399,4.4256,5.0578,-2.5677,0.0741,-1.7533,5.4188,3.637,2.5813,-1.2359,3.34,5.0258,6.7444,-4.6184,6.0215,-4.2558,-1.495,7.109,2.4119,5.7915,3.7721,6.4216,2.4585,-0.5309,0.7492,1.3325,6.1976,4.3707,3.4408,4.3069,3.4064,8.7064,5.034,3.535,5.2999,2.743,5.4184,2.2485,4.4012,-5.1038,5.935,6.8642,1.3392,-0.5309,6.9139,0.011941055,0.0177021,0.015567769
TRAIN_0590,5.1609,2.5821,4.2039,5.5198,-2.7092,6.5528,0.7502,4.0387,2.9923,4.9809,2.1996,1.3015,0.269,1.0605,1.5447,2.1247,5.5615,-5.0312,-3.8937,-3.6527,5.9999,1.6553,2.0284,1.3508,3.1378,4.3718,5.6053,-2.7092,5.4831,-3.6527,-1.0132,6.5818,3.49,5.5925,4.2876,6.3977,3.2366,-1.2446,3.3006,1.6384,5.4709,4.9389,3.9329,3.649,3.1398,8.3171,4.5617,4.8296,5.354,2.4035,4.7912,1.2281,4.8585,-2.8295,4.6564,7.9352,3.8249,-1.9268,6.7656,0.033557868,-0.010888941,0.014107756
TRAIN_0591,5.1678,2.584,5.4798,5.6887,-5.0183,7.04,1.9084,4.4294,4.5202,6.6208,1.8845,0.4079,1.5414,3.7685,-0.1276,3.437,6.0618,-4.2814,-1.3939,-3.796,4.9868,0.4301,1.4246,-0.9309,3.9732,4.2461,5.3743,-2.0797,5.3359,-3.796,0.1382,7.537,4.4086,5.2512,4.0576,6.1622,4.1887,0.6351,3.6646,0.7976,5.2597,4.6104,3.7197,3.2089,2.93,7.4913,5.1028,3.8219,6.2318,3.3754,5.3498,4.4499,2.8623,-0.9309,5.4738,7.5459,4.8203,-1.474,6.2887,0.056129706,-0.008151774,-0.003251613
TRAIN_0592,5.188,4.779,2.0935,3.912,-1.975,6.2646,2.2249,4.1474,3.0018,5.8479,2.1497,2.4235,1.7056,4.2025,1.7644,2.6087,5.4369,-5.8818,-1.3583,-3.3793,5.7216,-0.1181,1.3502,-0.0322,2.9542,4.5779,5.3367,0.5388,5.553,-1.3583,-0.2094,6.1443,2.3063,5.2203,4.1666,6.3624,4.6394,0.3724,2.9977,0.3724,6.0344,5.5957,4.2835,5.7145,2.7242,6.9034,4.9764,3.5155,5.9661,3.7261,4.8481,1.5076,7.0365,-1.3583,3.8478,8.5098,4.625,0.9636,6.1602,0.036321598,0.008422581,0.015573593
TRAIN_0593,4.2059,2.0626,2.0754,3.9495,-3.8724,6.457,0.593,3.1142,3.8299,4.6951,2.6696,0.1358,0.5074,4.4824,1.3371,3.6187,4.9481,-5.7469,-0.5116,-4.5245,5.7808,0.1028,1.2866,0.593,3.7994,4.9504,5.5337,-2.3776,4.555,-2.4738,-0.5636,7.2744,3.5347,5.886,3.6689,6.4292,3.2597,2.3841,3.4306,2.7543,4.9469,5.1502,3.6231,3.3918,2.7221,7.986,4.8359,3.9495,5.6613,2.3282,4.7971,1.6136,4.5649,-1.7171,5.0693,6.1275,3.6745,1.5293,6.8404,0.040667629,-0.025012633,0.031762932
TRAIN_0594,5.5752,2.2338,4.4253,4.8764,-2.2612,6.2488,0.9495,3.6741,4.5499,6.2149,1.1466,2.0769,0.8668,4.3635,0.4212,1.6885,6.0524,-4.8934,-2.2612,-4.8934,5.2672,1.2481,0.5984,-2.2612,3.315,4.1699,5.8027,-1.434,4.9207,-3.5149,-1.0256,7.8505,2.7547,5.3293,4.2446,6.4047,3.9701,0.9695,3.6104,1.0373,5.9443,4.5582,3.4946,6.5814,3.0266,7.9669,4.8967,5.2494,6.2411,3.2614,4.9039,3.9652,4.3048,-0.3206,4.9567,6.8794,4.8018,-1.3327,8.2949,0.045186895,-0.038241794,0.045455532
TRAIN_0595,5.5916,1.9225,2.0187,4.2358,-4.5205,5.666,0.573,4.373,3.6459,2.4584,2.7315,0.4731,0.2035,4.2928,2.5161,3.0656,3.9742,-7.3278,-2.3736,-3.4209,5.4331,0.3375,0.5239,-4.5205,3.0826,3.6329,6.2879,-5.7429,5.9984,-5.0059,-0.0332,6.5885,3.2599,6.0838,4.6512,7.0779,3.6658,2.5066,0.7754,1.5145,5.4364,4.3556,3.4899,1.2684,3.3735,6.8695,4.6092,3.7656,3.709,4.3547,5.2203,3.6841,1.8496,-4.5205,5.5668,6.3489,3.8021,0.722,6.7514,0.02155846,0.004906193,0.057370406
TRAIN_0596,5.9583,3.5522,-0.8726,5.5768,-3.4792,7.1649,2.4813,4.9336,3.9854,2.1408,3.3776,-5.3537,0.9501,4.8423,1.7859,5.4684,5.1445,-4.6167,-3.2382,-3.7687,4.0163,-0.7488,1.7231,2.8799,3.978,3.7969,6.5818,-6.9386,4.6829,-2.2948,-1.5124,6.6377,0.3375,5.1929,3.3594,6.7297,3.5995,-3.7687,-0.3387,0.2998,6.1648,4.4681,4.2041,3.3911,3.3548,7.8723,5.4405,1.7927,6.8143,4.5657,4.9565,-4.6167,5.5748,-2.5463,5.6224,5.5123,0.2212,1.6426,8.6881,0.015901044,-0.031257099,-0.004819688
TRAIN_0597,6.0419,4.3205,3.0418,4.9128,-3.9695,6.3372,0.7972,4.5571,4.6075,5.8565,1.4716,-0.9897,1.2137,4.4366,1.0455,6.2023,5.7666,-3.2325,-2.1852,-3.2325,4.3419,0.995,1.2911,-1.7131,3.4142,4.2535,5.8022,-4.8175,4.8115,-2.7471,-0.0626,7.037,3.0492,5.6613,4.2863,6.9744,3.2732,-1.358,1.1321,0.4075,5.9194,4.6732,4.7588,5.4293,2.7356,7.4834,4.9838,3.6313,7.484,4.8267,4.875,1.5152,5.9816,-2.4955,5.7392,6.8238,0.9213,0.1915,7.2226,0.046352267,0.026678761,0.009838479
TRAIN_0598,4.6545,4.727,2.1436,3.9754,-6.6475,4.8297,0.0667,4.8155,3.119,2.2503,0.5324,-5.0626,1.1273,4.5637,0.2713,6.6452,4.0169,-3.4776,-3.4776,-3.1881,3.9663,1.9032,1.1917,-5.0626,2.7808,3.7001,6.636,-2.3996,4.9027,1.1273,0.8201,7.1651,6.0207,5.3358,5.2968,6.4745,4.6373,6.1828,3.6778,0.9891,4.4512,3.6459,3.9459,5.3945,2.969,6.7366,4.1956,5.0927,6.7535,3.7501,5.4737,5.7009,3.3511,-1.29,3.6597,6.6544,4.4901,1.3804,6.634,0.032662648,-0.010916023,0.051448192
TRAIN_0599,5.2833,3.3479,3.5899,4.521,-2.4609,6.1865,1.5123,4.1214,3.5873,3.0081,1.2654,2.2231,-0.1055,4.947,1.2395,4.7236,4.4022,-2.4609,-0.9938,-2.848,4.5686,0.246,2.3127,-3.741,3.2247,4.0469,5.651,-2.6415,5.4018,-1.1221,0.1931,6.7182,1.3281,5.3107,4.2533,6.9558,2.2557,-0.7155,-0.3987,1.5231,5.2586,4.675,2.7531,5.0455,2.4145,7.2522,5.1654,3.0608,5.0585,3.8768,4.9369,2.0626,4.5582,-1.4191,6.2262,5.8565,0.9028,0.7645,6.3583,0.022269192,-0.011452658,0.01354924
TRAIN_0600,4.5749,1.7929,2.2504,5.5473,-3.7528,6.2823,1.5219,3.8028,2.5086,4.5914,1.9357,-0.4941,0.7159,4.2301,2.1158,3.5444,3.665,-4.9752,0.3587,-2.8598,4.958,1.4787,1.3764,0.1813,3.2806,4.0499,6.1957,-4.9752,5.3893,-3.3903,-2.3123,6.9497,1.9594,5.586,4.4349,6.4219,2.0944,1.3285,1.1193,2.0582,5.5662,5.3425,3.2455,4.4808,3.0855,8.1973,4.7913,3.9624,4.8791,2.9731,5.0641,0.6197,4.1166,-1.7022,5.319,7.0235,2.3969,-1.0684,6.6136,0.027978448,-0.015250602,-0.003218882
TRAIN_0601,4.6179,1.955,2.2354,3.8622,-3.751,6.8576,1.107,3.5835,4.1547,7.483,0.8928,-1.4291,0.8459,5.0838,0.7725,3.7002,5.5505,-1.5494,0.1938,-3.2656,4.4826,-0.345,0.527,-2.1661,3.6361,4.6694,4.7858,-1.215,4.4139,-4.488,-0.8635,6.0973,2.8005,5.2325,4.0653,7.1497,5.4888,-2.3725,2.4309,2.0408,5.8838,5.4792,3.7804,3.3215,2.9466,7.7099,4.5464,3.8856,6.5057,3.3803,4.671,2.102,4.6004,-0.5811,5.031,6.4405,3.7959,0.2669,6.6967,0.04233936,-0.011969098,0.018275307
TRAIN_0602,5.5618,4.7078,3.0642,1.5857,-3.4207,6.1308,-1.7045,3.1272,3.7391,8.4772,2.7348,0.9114,1.6967,-0.1196,-4.6431,4.1195,5.0762,-6.2281,6.8055,-4.6431,3.9971,-1.5842,-2.1406,-4.6431,3.3207,3.8765,5.0416,-1.8358,4.2221,-3.0582,0.1117,7.045,4.5159,4.9146,4.6008,7.0522,5.3601,0.6667,2.3681,0.8053,5.2226,5.4053,4.0859,7.2394,1.9959,6.9563,4.6182,3.2537,6.6471,3.9826,4.9586,-1.1837,5.024,-0.5557,4.0281,8.2436,4.3967,0.3718,6.3406,0.045347365,-0.069741426,0.013866133
TRAIN_0603,5.9825,3.4557,5.4083,2.6701,-3.6839,6.4244,-0.7964,3.0248,4.0481,5.2415,3.8506,6.9691,0.4371,4.6781,-1.9184,4.3014,6.0733,-6.0058,-4.4209,-4.4209,4.4194,-0.3911,1.4288,3.3318,2.8676,4.248,5.5787,-1.0516,4.2314,-0.2779,0.7356,6.0767,4.2645,5.2533,4.8498,6.9695,3.488,3.7306,4.9063,2.6911,4.7178,3.3229,3.5236,3.7574,3.2206,7.3081,4.6989,3.3627,6.6481,2.886,5.2848,2.4246,6.8492,-1.7579,4.7943,7.1504,2.0549,1.4618,6.7588,0.051787875,-0.043855466,0.018884171
TRAIN_0604,4.3165,1.1449,3.716,4.3708,-1.7886,6.105,2.962,3.8747,4.0341,2.4834,1.539,-1.0062,-0.0575,4.3579,1.5619,1.5275,5.7245,-2.7321,-2.9731,-2.345,4.8314,0.4623,1.3022,-4.8475,3.5462,4.0901,5.2623,-4.8475,4.7727,-2.7321,-0.8178,6.9807,1.4193,5.6711,4.2601,6.2003,4.0321,-1.6776,1.4804,1.3423,5.4642,4.7751,3.7709,1.0351,2.8131,8.6724,5.2718,5.1158,5.219,3.1278,4.8101,0.3877,3.5376,-1.0749,5.4521,5.3881,4.1364,-1.0062,7.5039,0.0296418,-0.007365145,0.005271032
TRAIN_0605,4.8163,2.0924,4.9243,2.7614,-2.9111,6.5636,-0.1037,4.637,2.994,4.1805,1.215,-0.3077,1.6693,-0.4618,-1.9676,4.7813,4.2379,-4.2896,-1.0569,-3.8042,3.9763,-0.7289,-0.6342,-2.0879,3.4586,3.1249,5.6497,-4.2896,3.9967,-3.1521,-1.5671,7.0477,3.1181,5.3747,5.2003,6.0326,3.6957,-0.2365,4.5615,1.0251,4.9579,4.8678,2.9526,8.4719,3.0662,7.8044,5.1776,4.2596,6.4041,3.016,4.6594,3.98,4.4633,-0.5891,5.9162,9.1883,2.7614,-1.1852,6.5822,0.035369619,0.006786875,0.026450289
TRAIN_0606,5.665,2.8428,2.3986,5.1863,-2.5556,6.0216,1.7706,3.8737,3.9144,3.7674,0.4338,1.8205,0.5168,4.3786,1.7958,6.4453,6.0598,-4.3211,-2.7361,-6.643,4.8413,0.9192,1.3959,-2.2507,3.2503,3.6755,5.2153,-4.3211,5.9802,-0.3392,-0.0137,7.1753,1.3285,5.7082,5.0759,6.8656,2.955,2.9698,2.047,1.2578,5.2052,4.8553,3.4537,2.3654,2.7167,7.437,4.515,3.2072,5.6971,3.2103,4.752,4.2781,3.1268,-0.268,4.06,6.7144,2.174,0.9039,6.7731,0.026134254,0.025191676,0.004598517
TRAIN_0607,5.2088,2.606,3.5136,4.7799,-4.0066,5.8427,0.9608,3.4955,3.9649,3.0763,1.4944,-5.229,0.8227,5.206,1.9966,1.8335,5.5306,-6.814,-3.644,-1.6847,4.4709,1.146,3.0763,-4.492,3.0014,3.4587,5.8516,-2.9071,4.9588,-2.0591,0.7329,6.4129,1.3409,5.66,5.831,6.2408,3.7943,5.2226,1.9309,0.8655,5.3443,5.0729,3.7242,5.6731,2.6516,7.2423,4.8712,4.7516,4.2874,3.4887,5.2929,5.0843,3.6465,-2.2904,5.0933,6.9002,3.6829,2.6434,5.9786,0.039332007,-0.051478915,0.022692042
TRAIN_0608,5.2023,2.892,2.4581,4.643,-4.5123,5.3925,3.6445,4.5359,5.0195,4.4425,1.6696,5.4914,-0.1477,4.9549,2.1686,4.1495,4.8597,-4.5123,-1.1618,-2.9273,4.645,0.2847,2.6676,0.5836,2.9223,4.564,5.3997,-2.5863,4.9034,-0.9035,-0.2644,6.3567,1.5878,4.8527,4.0883,6.3714,3.6586,3.4267,3.4752,0.8869,4.3795,4.871,3.8141,4.5831,2.5899,7.3458,5.2376,3.0128,5.7752,4.3636,5.0311,3.17,4.5315,-1.1063,5.6033,6.6217,2.2506,0.8452,6.2086,0.033354517,0.03526576,0.035104152
TRAIN_0609,6.3852,2.1105,1.7578,8.8789,0.259,5.1239,4.0236,3.6978,1.2777,2.2621,2.4552,1.1751,-0.8586,3.9322,3.019,5.4279,4.0851,-3.4166,-1.7285,-1.0946,5.482,0.155,4.1609,-0.5641,4.2088,3.9381,6.0363,-6.5865,5.2325,-2.1942,-0.4367,7.0295,-0.8586,6.2094,3.7983,7.5944,3.4997,-2.6796,-0.1771,2.359,6.2829,2.9662,3.0628,0.8144,3.4702,7.8028,5.2539,2.4387,4.9366,3.1701,5.6312,-0.1107,4.5563,-3.4166,7.3295,4.3257,3.5645,0.0717,7.7886,0.003010451,-0.029077653,-0.021958046
TRAIN_0610,7.7426,1.0867,1.1489,4.7252,-2.833,5.0517,2.5199,4.0024,4.3888,5.0279,0.5363,-5.1549,2.1997,2.0184,-4.4179,0.2488,3.9889,-3.0394,2.2573,-2.3475,5.3406,-0.0534,0.8376,-4.4179,3.8233,5.7582,5.2822,-2.833,6.5566,-5.1549,0.3154,6.797,-3.5699,5.5284,5.3306,5.9802,1.161,-3.2804,3.6492,1.3946,6.2701,3.829,3.1835,-1.6106,2.6674,6.965,4.9619,1.756,7.0383,3.9649,5.9634,-3.2804,0.9396,-6.7399,6.0194,4.139,4.9601,0.4598,6.3912,-0.025319806,0.03512634,-0.000979449
TRAIN_0611,5.5273,2.391,1.7862,6.379,-2.6222,6.1035,2.139,4.9782,3.1217,2.7922,1.4248,-1.4243,0.1358,3.6111,2.8583,5.1401,4.5924,-3.5397,-1.9548,-1.5804,5.4829,0.8678,1.4145,1.9663,2.8507,3.9637,6.0963,-6.7097,5.8142,-4.3877,-1.0949,6.8133,1.1169,5.6776,4.2712,6.2838,4.5353,-1.5002,1.1295,1.1421,6.7858,4.4099,3.3976,2.5918,3.6751,7.8515,4.9383,2.7145,5.46,3.3279,5.1741,1.0782,4.4584,-3.5397,5.4693,7.265,1.9378,-0.9817,7.0109,0.023488065,0.001857179,0.018458059
TRAIN_0612,3.8366,1.065,3.377,1.7379,-2.6858,6.3419,0.5326,3.8023,2.8256,6.0154,3.1432,1.3485,1.4403,4.5467,-2.9268,1.6306,5.2804,-4.8013,-1.5283,-6.3862,4.7955,-2.6858,-1.0287,-1.7424,3.234,2.3984,5.0258,-1.6314,4.3289,-2.9268,-0.96,6.6234,0.5563,5.1765,4.934,7.1229,4.0925,3.4577,4.2257,0.7736,4.7475,4.0681,2.7862,4.5154,2.7762,6.6672,5.2608,2.811,6.6129,2.2755,5.0077,2.7812,3.501,-2.6858,5.8814,7.9236,5.4255,0.4593,6.9565,0.040661989,-0.057093736,0.018245726
TRAIN_0613,4.8203,1.9153,3.6946,5.8111,-3.0012,5.9411,-0.4987,4.1274,4.2037,6.2342,2.5411,5.2603,0.1472,3.7331,-0.2787,4.5437,5.4231,-3.4486,-1.4818,-3.7381,5.1811,1.2057,1.2161,-2.1532,3.207,4.0584,5.3066,1.0048,5.377,-3.2076,-0.8857,6.6864,2.7011,6.0949,4.6613,6.5648,3.7863,-1.2356,2.5656,3.0905,5.3868,5.5037,3.1674,2.0078,2.5898,7.8974,4.4955,4.8177,6.5456,2.7872,4.9635,1.3159,3.8543,-1.0254,4.3141,7.1551,4.8932,-1.8637,7.4292,0.039823197,-0.048145089,0.038678805
TRAIN_0614,3.6448,3.0487,1.5424,1.3619,-4.3106,6.726,3.0346,4.509,3.8341,0.8021,2.924,-3.4626,0.8351,1.6758,2.3759,3.5362,4.1249,-6.6325,-0.1568,-2.7256,5.2467,0.054,2.9543,3.5312,4.0636,3.7062,6.772,-3.8251,4.709,-1.7745,-1.0779,6.0206,-2.2402,4.9557,4.299,6.7432,2.749,2.1587,2.7316,-0.2926,6.1012,5.8581,3.896,1.1022,2.8,7.3163,5.9649,-0.6101,5.5093,3.8341,4.2356,2.5891,3.7107,-2.545,6.4752,7.6286,2.9618,2.2774,6.7028,0.035171902,-0.04123236,-0.021969744
TRAIN_0615,5.6368,2.1968,-0.8078,7.1543,-0.6669,5.3647,3.7381,5.1939,3.8122,1.9996,2.4955,2.2242,0.7772,3.9166,4.9936,5.2338,5.6861,-3.2858,1.9889,-0.8837,5.6546,1.0257,2.1308,2.3946,4.0553,4.6012,7.4677,-4.5082,5.6419,-6.0932,-0.3118,7.2178,-0.4208,6.0312,3.3518,7.0217,4.4176,-1.139,1.8783,2.4186,5.5164,4.2003,2.1308,0.5933,3.8001,8.4897,4.6923,3.8122,4.7963,3.4362,5.2846,2.2332,2.6313,-2.1863,6.9612,7.4935,2.6176,1.8783,7.2653,0.018474623,-0.004467947,0.031150175
TRAIN_0616,5.3706,2.4983,2.0579,5.3755,-2.0689,5.2127,3.4267,4.1417,4.2604,2.4983,3.4229,0.5851,-0.2256,3.301,3.1812,5.8587,5.4771,-2.9864,-3.8344,-1.4015,5.3209,1.9781,2.0579,2.4547,3.3455,4.3102,6.3115,-1.7641,6.9731,-2.4559,-1.5125,6.5456,2.6922,5.732,4.0927,6.6572,4.0904,3.3335,-0.0478,0.5301,5.4468,3.845,3.2381,2.1701,3.5493,7.6697,4.7301,3.6102,6.871,4.1394,4.6836,1.7201,4.1935,-3.349,6.0448,7.0487,2.4766,1.1924,7.3461,0.033269387,0.001754784,0.01474189
TRAIN_0617,6.5178,1.3777,0.2374,8.1454,1.0111,4.936,3.8694,4.2614,3.2963,2.7562,2.6726,-3.9798,-0.6294,3.3653,3.1515,1.512,3.9402,-1.9095,3.2775,1.0819,5.1765,1.791,2.6841,4.2129,4.6676,6.9823,7.3311,-6.3018,8.0572,-6.3018,-0.5739,7.6131,-1.2574,5.6571,3.9138,6.3459,1.3917,-3.1319,1.0111,4.4639,4.9264,4.0808,2.4894,2.3312,3.3,8.6744,5.4274,2.1535,4.2519,3.8159,5.2369,-1.0923,3.0179,-4.7168,6.3337,5.1765,-3.9798,0.664,7.3467,-0.034471436,0.00035726,-0.023274028
TRAIN_0618,5.0684,2.4208,-0.102,4.1533,-3.6697,5.8486,-3.3071,3.8617,4.9148,3.2862,2.5918,-0.9224,-1.1195,3.6866,2.4801,4.4721,5.0103,-3.0176,-1.2676,-4.1551,5.4746,-0.8623,-0.3685,-4.1551,3.5384,4.344,6.2456,-4.1551,5.6901,-3.3071,0.3432,6.3172,1.4596,5.2573,4.1569,6.645,4.0118,-0.0341,3.1794,-0.1732,4.918,3.8528,3.3701,4.1496,3.625,6.6928,5.4768,4.7208,3.1505,4.5181,5.6603,4.0728,3.0088,-1.1195,6.8856,7.1638,3.0288,1.174,6.3184,0.027678945,-0.014627996,-0.011390308
TRAIN_0619,4.0168,3.036,-0.7381,6.5448,-2.5922,5.6407,1.6322,4.3358,3.027,4.6868,4.8308,3.2867,-0.2703,3.5099,3.7172,4.606,4.0123,-6.2927,0.5018,-2.5922,5.2518,1.768,1.2072,2.1709,3.5946,4.1493,6.2297,-3.9707,5.4817,-4.7077,-0.1028,7.2073,3.0932,6.3383,4.2533,6.8595,5.416,-3.9707,1.9217,0.9265,5.9925,3.98,3.0043,2.556,3.545,7.9602,4.7674,1.713,5.9959,3.2791,5.5103,3.7283,3.5823,-3.4853,5.7765,7.2884,3.1972,-0.6779,6.8793,0.03786673,-0.014913697,0.009045389
TRAIN_0620,5.436,3.5012,0.2596,2.5816,-2.8669,5.4256,3.2692,4.293,3.6088,4.7889,0.5208,-0.2346,0.6099,5.3007,-0.1444,2.0174,5.5439,-4.4519,-2.5259,-3.6039,5.0096,1.1149,1.151,0.1687,3.666,6.2871,5.4619,-0.9409,4.5887,-3.3144,0.4836,6.7368,3.8102,5.1372,4.4889,5.9055,1.8074,-3.0734,2.6629,-0.1739,5.188,4.6933,3.1963,9.4038,1.5162,6.8495,5.4839,4.1709,4.7765,3.6535,4.9323,-0.8912,4.9931,-0.3988,5.8988,5.6564,3.0059,-0.8912,6.4205,0.046736741,-0.019241323,0.034125457
